mixbench/alternating (v0.02)
------------------------ Device specifications ------------------------
Device:              GeForce GTX 660
CUDA driver version: 7.50
GPU clock rate:      1097 MHz
Memory clock rate:   1502 MHz
Memory bus width:    192 bits
WarpSize:            32
L2 cache size:       384 KB
Total global mem:    2039 MB
ECC enabled:         No
Compute Capability:  3.0
Total SPs:           960 (5 MPs x 192 SPs/MP)
Compute throughput:  2107.20 GFlops (theoretical single precision FMAs)
Memory bandwidth:    144.19 GB/sec
-----------------------------------------------------------------------
Total GPU memory 2138861568, free 2045747200
Buffer size:          64MB
Trade-off type:       compute with global memory (block strided)
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.000,   82.07,    0.00, 104.66,      0.000,  162.57,    0.00, 105.68,     0.000,   81.91,    0.00, 104.87
            1,      0.129,   79.78,   13.46, 104.31,      0.065,  159.47,    6.73, 104.36,     0.129,   79.77,   13.46, 104.32
            2,      0.267,   77.15,   27.84, 104.38,      0.133,  153.75,   13.97, 104.75,     0.267,   77.28,   27.79, 104.20
            3,      0.414,   74.27,   43.37, 104.81,      0.207,  148.91,   21.63, 104.55,     0.414,   74.55,   43.21, 104.42
            4,      0.571,   71.48,   60.08, 105.15,      0.286,  143.09,   30.01, 105.05,     0.571,   71.82,   59.80, 104.65
            5,      0.741,   69.05,   77.75, 104.97,      0.370,  138.88,   38.66, 104.38,     0.741,   69.40,   77.36, 104.43
            6,      0.923,   66.17,   97.36, 105.48,      0.462,  133.54,   48.24, 104.53,     0.923,   66.24,   97.25, 105.36
            7,      1.120,   63.62,  118.14, 105.48,      0.560,  127.99,   58.73, 104.87,     1.120,   63.85,  117.72, 105.11
            8,      1.333,   60.57,  141.83, 106.37,      0.667,  122.36,   70.20, 105.31,     1.333,   60.83,  141.20, 105.90
            9,      1.565,   58.13,  166.24, 106.21,      0.783,  114.75,   84.22, 107.61,     1.565,   58.04,  166.49, 106.37
           10,      1.818,   55.11,  194.84, 107.16,      0.909,  124.88,   85.98,  94.58,     1.818,   54.28,  197.82, 108.80
           11,      2.095,   52.72,  224.04, 106.93,      1.048,  135.98,   86.86,  82.91,     2.095,   52.13,  226.57, 108.14
           12,      2.400,   49.74,  259.03, 107.93,      1.200,  147.55,   87.33,  72.77,     2.400,   50.07,  257.36, 107.23
           13,      2.737,   47.09,  296.44, 108.32,      1.368,  159.54,   87.49,  63.94,     2.737,   46.96,  297.22, 108.60
           14,      3.111,   43.98,  341.83, 109.87,      1.556,  170.85,   87.99,  56.56,     3.111,   45.35,  331.49, 106.55
           15,      3.529,   42.46,  379.32, 107.47,      1.765,  183.83,   87.61,  49.65,     3.529,   48.02,  335.39,  95.03
           16,      4.000,   41.33,  415.66, 103.91,      2.000,  195.40,   87.92,  43.96,     4.000,   50.93,  337.33,  84.33
           17,      4.533,   38.19,  477.92, 105.42,      2.267,  207.40,   88.01,  38.83,     4.533,   53.77,  339.45,  74.88
           18,      5.143,   36.18,  534.25, 103.88,      2.571,  218.73,   88.36,  34.36,     5.143,   57.78,  334.52,  65.05
           19,      5.846,   32.88,  620.54, 106.14,      2.923,  230.54,   88.49,  30.27,     5.846,   59.73,  341.57,  58.43
           20,      6.667,   30.90,  694.96, 104.24,      3.333,  242.30,   88.63,  26.59,     6.667,   62.64,  342.86,  51.43
           21,      7.636,   27.65,  815.44, 106.78,      3.818,  255.41,   88.28,  23.12,     7.636,   65.42,  344.69,  45.14
           22,      8.800,   25.94,  910.73, 103.49,      4.400,  265.90,   88.84,  20.19,     8.800,   68.80,  343.35,  39.02
           23,     10.222,   22.38, 1103.67, 107.97,      5.111,  277.44,   89.02,  17.42,    10.222,   71.45,  345.66,  33.81
           24,     12.000,   20.74, 1242.41, 103.53,      6.000,  290.41,   88.74,  14.79,    12.000,   74.54,  345.71,  28.81
           25,     14.286,   17.44, 1539.21, 107.74,      7.143,  303.05,   88.58,  12.40,    14.286,   77.12,  348.07,  24.36
           26,     17.333,   18.10, 1542.38,  88.98,      8.667,  314.83,   88.67,  10.23,    17.333,   80.55,  346.59,  20.00
           27,     21.600,   18.28, 1585.92,  73.42,     10.800,  326.80,   88.71,   8.21,    21.600,   82.70,  350.54,  16.23
           28,     28.000,   17.55, 1712.84,  61.17,     14.000,  339.81,   88.47,   6.32,    28.000,   86.53,  347.46,  12.41
           29,     38.667,   17.92, 1738.12,  44.95,     19.333,  349.33,   89.14,   4.61,    38.667,   88.95,  350.05,   9.05
           30,     60.000,   19.18, 1679.63,  27.99,     30.000,  362.87,   88.77,   2.96,    60.000,   92.39,  348.65,   5.81
           31,    124.000,   18.52, 1797.49,  14.50,     62.000,  371.60,   89.57,   1.44,   124.000,   93.89,  354.52,   2.86
           32,        inf,   18.36, 1871.79,   0.00,        inf,  384.68,   89.32,   0.00,       inf,   96.14,  357.38,   0.00
------------------------------------------------------------------------------------------------------------------------------
