mixbench/read-only (v0.02)
------------------------ Device specifications ------------------------
Device:              GeForce GTX 960
CUDA driver version: 7.50
GPU clock rate:      1329 MHz
Memory clock rate:   1752 MHz
Memory bus width:    128 bits
WarpSize:            32
L2 cache size:       1024 KB
Total global mem:    2047 MB
ECC enabled:         No
Compute Capability:  5.2
Total SPs:           1024 (8 MPs x 128 SPs/MP)
Compute throughput:  2721.79 GFlops (theoretical single precision FMAs)
Memory bandwidth:    112.16 GB/sec
-----------------------------------------------------------------------
Total GPU memory 2147287040, free 2091315200
Buffer size:          256MB
Trade-off type:       compute with global memory (block strided)
Elements per thread:  8
Thread fusion degree: 4
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    1.51,   22.16,  88.65,      0.125,    3.01,   11.14,  89.09,     0.250,    1.51,   22.17,  88.68
            1,      0.750,    1.51,   66.45,  88.60,      0.375,    3.02,   33.37,  88.98,     0.750,    1.51,   66.55,  88.73
            2,      1.250,    1.51,  110.86,  88.69,      0.625,    3.02,   55.59,  88.94,     1.250,    1.51,  110.90,  88.72
            3,      1.750,    1.51,  155.16,  88.66,      0.875,    3.15,   74.51,  85.16,     1.750,    1.51,  155.17,  88.67
            4,      2.250,    1.51,  199.57,  88.70,      1.125,    3.83,   78.88,  70.12,     2.250,    1.51,  199.60,  88.71
            5,      2.750,    1.51,  243.90,  88.69,      1.375,    4.65,   79.31,  57.68,     2.750,    1.51,  243.64,  88.60
            6,      3.250,    1.51,  288.27,  88.70,      1.625,    5.48,   79.58,  48.97,     3.250,    1.51,  287.97,  88.61
            7,      3.750,    1.51,  332.65,  88.71,      1.875,    6.31,   79.80,  42.56,     3.750,    1.52,  332.10,  88.56
            8,      4.250,    1.51,  377.03,  88.71,      2.125,    7.14,   79.95,  37.62,     4.250,    1.52,  376.31,  88.54
            9,      4.750,    1.51,  421.33,  88.70,      2.375,    7.96,   80.13,  33.74,     4.750,    1.52,  420.34,  88.49
           10,      5.250,    1.51,  465.55,  88.68,      2.625,    8.77,   80.36,  30.61,     5.250,    1.52,  464.54,  88.48
           11,      5.750,    1.51,  509.91,  88.68,      2.875,    9.60,   80.35,  27.95,     5.750,    1.52,  508.71,  88.47
           12,      6.250,    1.51,  554.30,  88.69,      3.125,   10.41,   80.55,  25.77,     6.250,    1.52,  552.68,  88.43
           13,      6.750,    1.51,  598.79,  88.71,      3.375,   11.24,   80.62,  23.89,     6.750,    1.52,  596.33,  88.35
           14,      7.250,    1.51,  642.89,  88.67,      3.625,   12.06,   80.68,  22.26,     7.250,    1.52,  640.45,  88.34
           15,      7.750,    1.51,  687.37,  88.69,      3.875,   12.88,   80.73,  20.83,     7.750,    1.52,  684.49,  88.32
           16,      8.250,    1.51,  732.04,  88.73,      4.125,   13.71,   80.77,  19.58,     8.250,    1.52,  728.91,  88.35
           17,      8.750,    1.55,  755.43,  86.33,      4.375,   13.21,   88.94,  20.33,     8.750,    1.52,  772.46,  88.28
           18,      9.250,    1.51,  819.98,  88.65,      4.625,   13.95,   88.98,  19.24,     9.250,    1.52,  816.67,  88.29
           20,     10.250,    1.51,  908.88,  88.67,      5.125,   15.45,   89.04,  17.37,    10.250,    1.57,  874.61,  85.33
           22,     11.250,    1.51,  997.29,  88.65,      5.625,   16.94,   89.12,  15.84,    11.250,    1.68,  898.80,  79.89
           24,     12.250,    1.52, 1084.75,  88.55,      6.125,   18.44,   89.15,  14.56,    12.250,    1.81,  906.80,  74.02
           28,     14.250,    1.52, 1261.53,  88.53,      7.125,   21.45,   89.17,  12.52,    14.250,    2.09,  916.66,  64.33
           32,     16.250,    1.52, 1436.25,  88.38,      8.125,   24.44,   89.25,  10.98,    16.250,    2.36,  924.63,  56.90
           40,     20.250,    1.52, 1791.87,  88.49,     10.125,   30.42,   89.35,   8.83,    20.250,    2.92,  930.57,  45.95
           48,     24.250,    1.52, 2142.11,  88.33,     12.125,   36.41,   89.39,   7.37,    24.250,    3.48,  934.46,  38.53
           56,     28.250,    1.52, 2490.68,  88.17,     14.125,   42.39,   89.44,   6.33,    28.250,    4.05,  935.60,  33.12
           64,     32.250,    1.62, 2674.94,  82.94,     16.125,   48.35,   89.53,   5.55,    32.250,    4.64,  933.61,  28.95
           80,     40.250,    1.97, 2736.55,  67.99,     20.125,   60.35,   89.52,   4.45,    40.250,    5.91,  913.97,  22.71
           96,     48.250,    2.74, 2367.32,  49.06,     24.125,   72.27,   89.61,   3.71,    48.250,    7.14,  906.76,  18.79
          128,     64.250,    3.61, 2390.65,  37.21,     32.125,   96.19,   89.65,   2.79,    64.250,    9.46,  911.50,  14.19
          192,     96.250,    5.35, 2414.83,  25.09,     48.125,  144.04,   89.69,   1.86,    96.250,   14.11,  915.57,   9.51
          256,    128.250,    7.08, 2430.00,  18.95,     64.125,  191.89,   89.70,   1.40,   128.250,   18.77,  916.98,   7.15
------------------------------------------------------------------------------------------------------------------------------
