mixbench/alternating (v0.02)
------------------------ Device specifications ------------------------
Device:              GeForce GTX 960
CUDA driver version: 7.50
GPU clock rate:      1329 MHz
Memory clock rate:   1752 MHz
Memory bus width:    128 bits
WarpSize:            32
L2 cache size:       1024 KB
Total global mem:    2047 MB
ECC enabled:         No
Compute Capability:  5.2
Total SPs:           1024 (8 MPs x 128 SPs/MP)
Compute throughput:  2721.79 GFlops (theoretical single precision FMAs)
Memory bandwidth:    112.16 GB/sec
-----------------------------------------------------------------------
Total GPU memory 2147287040, free 2090266624
Buffer size:          64MB
Trade-off type:       compute with global memory (block strided)
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.000,  103.28,    0.00,  83.17,      0.000,  210.89,    0.00,  81.46,     0.000,  103.18,    0.00,  83.26
            1,      0.129,  103.31,   10.39,  80.55,      0.065,  205.47,    5.23,  81.00,     0.129,  104.39,   10.29,  79.71
            2,      0.267,  100.23,   21.42,  80.34,      0.133,  195.40,   10.99,  82.42,     0.267,   98.51,   21.80,  81.75
            3,      0.414,   93.71,   34.37,  83.07,      0.207,  189.48,   17.00,  82.17,     0.414,   96.44,   33.40,  80.72
            4,      0.571,   91.26,   47.06,  82.36,      0.286,  183.26,   23.44,  82.03,     0.571,   90.26,   47.58,  83.27
            5,      0.741,   80.55,   66.65,  89.98,      0.370,  179.35,   29.93,  80.82,     0.741,   83.24,   64.50,  87.07
            6,      0.923,   75.78,   85.02,  92.10,      0.462,  172.36,   37.38,  80.98,     0.923,   76.39,   84.34,  91.37
            7,      1.120,   71.35,  105.34,  94.05,      0.560,  166.10,   45.25,  80.80,     1.120,   70.18,  107.10,  95.63
            8,      1.333,   62.96,  136.44, 102.33,      0.667,  159.00,   54.02,  81.03,     1.333,   62.95,  136.46, 102.35
            9,      1.565,   58.62,  164.84, 105.32,      0.783,  152.87,   63.22,  80.78,     1.565,   58.70,  164.62, 105.17
           10,      1.818,   53.34,  201.31, 110.72,      0.909,  141.46,   75.90,  83.49,     1.818,   53.57,  200.45, 110.25
           11,      2.095,   49.50,  238.59, 113.87,      1.048,  138.89,   85.04,  81.18,     2.095,   49.78,  237.25, 113.23
           12,      2.400,   45.37,  283.98, 118.33,      1.200,  144.88,   88.94,  74.11,     2.400,   45.77,  281.50, 117.29
           13,      2.737,   41.57,  335.76, 122.68,      1.368,  156.48,   89.20,  65.19,     2.737,   41.59,  335.65, 122.64
           14,      3.111,   37.63,  399.46, 128.40,      1.556,  167.71,   89.63,  57.62,     3.111,   38.20,  393.55, 126.50
           15,      3.529,   33.98,  474.01, 134.30,      1.765,  179.68,   89.64,  50.79,     3.529,   34.01,  473.62, 134.19
           16,      4.000,   54.26,  316.64,  79.16,      2.000,  191.69,   89.62,  44.81,     4.000,   54.17,  317.13,  79.28
           17,      4.533,   47.56,  383.82,  84.67,      2.267,  205.23,   88.94,  39.24,     4.533,   49.04,  372.21,  82.11
           18,      5.143,   44.55,  433.82,  84.35,      2.571,  215.62,   89.64,  34.86,     5.143,   45.00,  429.51,  83.52
           19,      5.846,   37.67,  541.62,  92.64,      2.923,  228.60,   89.25,  30.53,     5.846,   37.96,  537.45,  91.93
           20,      6.667,   31.94,  672.40, 100.86,      3.333,  240.60,   89.26,  26.78,     6.667,   31.86,  673.95, 101.09
           21,      7.636,   29.07,  775.74, 101.58,      3.818,  252.63,   89.26,  23.38,     7.636,   25.09,  898.66, 117.68
           22,      8.800,   33.57,  703.76,  79.97,      4.400,  263.54,   89.64,  20.37,     8.800,   27.07,  872.65,  99.16
           23,     10.222,   26.62,  927.79,  90.76,      5.111,  276.70,   89.25,  17.46,    10.222,   27.26,  905.93,  88.62
           24,     12.000,   27.14,  949.57,  79.13,      6.000,  287.48,   89.64,  14.94,    12.000,   27.80,  927.04,  77.25
           25,     14.286,   21.21, 1265.74,  88.60,      7.143,  300.71,   89.27,  12.50,    14.286,   28.97,  926.68,  64.87
           26,     17.333,   20.12, 1387.43,  80.04,      8.667,  312.74,   89.27,  10.30,    17.333,   30.20,  924.42,  53.33
           27,     21.600,   13.90, 2085.88,  96.57,     10.800,  324.77,   89.27,   8.27,    21.600,   31.52,  919.64,  42.58
           28,     28.000,   11.49, 2615.78,  93.42,     14.000,  336.78,   89.27,   6.38,    28.000,   32.71,  919.17,  32.83
           29,     38.667,   11.93, 2610.91,  67.52,     19.333,  349.95,   88.98,   4.60,    38.667,   33.57,  927.64,  23.99
           30,     60.000,   12.29, 2620.32,  43.67,     30.000,  360.87,   89.26,   2.98,    60.000,   34.59,  931.21,  15.52
           31,    124.000,   11.89, 2798.33,  22.57,     62.000,  372.96,   89.25,   1.44,   124.000,   34.95,  952.34,   7.68
           32,        inf,   12.63, 2720.32,   0.00,        inf,  384.93,   89.26,   0.00,       inf,   36.44,  942.85,   0.00
------------------------------------------------------------------------------------------------------------------------------
